"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","q_8","lb_q_8","ub_q_8","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7","Q_8_1","lb_Q_8_1","ub_Q_8_1","Q_8_2","lb_Q_8_2","ub_Q_8_2","Q_8_3","lb_Q_8_3","ub_Q_8_3","Q_8_4","lb_Q_8_4","ub_Q_8_4","Q_8_5","lb_Q_8_5","ub_Q_8_5","Q_8_6","lb_Q_8_6","ub_Q_8_6","Q_8_7","lb_Q_8_7","ub_Q_8_7","Q_8_8","lb_Q_8_8","ub_Q_8_8"
"PH_BB_2.sorted.bam","2","BB",0.083026,1e-06,0.125685,0.001333,0,0.010567,0.805253,0.711785,0.991018,0.012874,0,0.043794,0.004302,0,0.027129,0.000975,0,0.007404,0.083042,2e-06,0.125947,0.009196,0,0.032857,0.000152,0,0.001263,0.000237,0,0.002331,6.9e-05,0,0.00085,0.001426,0,0.011631,0.000584,0,0.007085,0.793969,0.677935,0.988551,0.000568,0,0.005913,0.000475,0,0.00602,0.014622,0,0.08481,0.000342,0,0.004058,0.002359,0,0.036787,0.000148,0,0.001568,0.000322,0,0.002244,0.00198,0,0.029731,0.000349,0,0.004125,0.000302,0,0.003935,0.000136,0,0.001374,0.000115,0,0.00108,0.00033,0,0.002849,0.000146,0,0.001484,0.000102,0,0.001113,0.159356,0,0.248397,0.000108,0,0.001067,0.000238,0,0.003236,0.004281,0,0.046505,0.000363,0,0.003973,0.000185,0,0.002136,0.000137,0,0.001406,0.0015,0,0.023808,0.000839,0,0.012402,0.00526,0,0.057218,0.002808,0,0.034443,0.002588,0,0.031725,0.000533,0,0.008035,0.001276,0,0.018907,0.001794,0,0.017019
"PH_BB_3.sorted.bam","3","BB",0.110591,0.016488,0.153255,0.00676,0,0.03208,0.684727,0.593141,0.85191,0.009646,0,0.041185,0.013746,0,0.056353,0.005342,0,0.042833,0.109189,0.001796,0.15216,0.059999,0.028792,0.090874,0.000108,0,0.000976,0.001286,0,0.013588,0.000101,0,0.001219,0.000507,0,0.007292,0.00184,0,0.028432,0.6265,0.504838,0.849641,0.000543,0,0.00708,0.002435,0,0.033292,0.001309,0,0.016386,0.000272,0,0.002745,0.002076,0,0.030133,0.002503,0,0.031798,0.009497,0,0.092546,0.007872,0,0.073614,0.000878,0,0.011579,0.000372,0,0.00323,0.000371,0,0.004668,0.002192,0,0.035405,0.001004,0,0.013255,0.00059,0,0.006689,0.000188,0,0.00195,0.215897,0,0.302148,0.00074,0,0.008666,0.000445,0,0.005336,0.00028,0,0.003084,0.000248,0,0.002471,8.9e-05,0,0.000808,0.000114,0,0.001185,0.000286,0,0.00314,0.004143,0,0.051075,0.100664,0,0.178233,0.005304,0,0.056897,0.002948,0,0.050504,0.00569,0,0.078522,0.000451,0,0.005257,0.000255,0,0.00312
"PH_BB_4.sorted.bam","4","BB",0.120323,0.040147,0.161703,0.000571,0,0.004503,0.750797,0.669178,0.912054,0.004392,0,0.029236,0.003137,0,0.024177,0.001729,0,0.014151,0.117872,0.034246,0.158249,0.001178,0,0.009623,0.000162,0,0.00123,0.000112,0,0.001168,9.9e-05,0,0.001159,0.002969,0,0.042428,0.000143,0,0.001534,0.747773,0.660655,0.910676,0.001594,0,0.023274,0.000163,0,0.002189,0.000617,0,0.007366,0.000896,0,0.011682,0.000382,0,0.003802,0.000205,0,0.002099,0.000874,0,0.008091,0.003022,0,0.04252,0.000431,0,0.006238,0.000811,0,0.011738,0.000121,0,0.001163,0.001035,0,0.013524,0.000403,0,0.004333,0.000321,0,0.003053,0.000251,0,0.00297,0.234099,0.067169,0.314133,8.2e-05,0,0.000925,0.000158,0,0.00163,0.000611,0,0.006046,0.000316,0,0.00396,8.3e-05,0,0.000946,7.8e-05,0,0.000715,0.000355,0,0.004732,0.00012,0,0.001243,0.000251,0,0.002635,0.000583,0,0.008253,0.000293,0,0.003452,0.000184,0,0.001308,0.000239,0,0.002424,0.000167,0,0.001529
"PH_BB_5.sorted.bam","5","BB",0.084465,1e-06,0.126537,0.002899,0,0.020375,0.813747,0.72383,0.987387,0.001225,0,0.010648,0.000924,0,0.007078,0.00135,0,0.011439,0.078436,0,0.122268,0.016954,0,0.046512,0.000262,0,0.003133,0.000734,0,0.01017,9.7e-05,0,0.00099,0.00704,0,0.111237,0.001516,0,0.020022,0.79682,0.695039,0.983929,0.000181,0,0.00223,0.000508,0,0.005259,0.000214,0,0.002067,0.000124,0,0.001142,0.000216,0,0.003132,0.00025,0,0.00288,0.000343,0,0.00432,0.000186,0,0.001613,0.000101,0,0.001141,0.000166,0,0.001868,0.000381,0,0.002655,0.000568,0,0.006583,0.000244,0,0.002801,0.000132,0,0.001126,0.000142,0,0.001757,0.155443,0,0.243801,0.000399,0,0.002849,9.5e-05,0,0.001018,0.000124,0,0.001304,0.000185,0,0.002095,0.000144,0,0.001585,5.3e-05,0,0.000564,0.004627,0,0.046872,0.001817,0,0.026304,0.024078,0,0.089154,0.000745,0,0.009995,0.000333,0,0.003962,0.000782,0,0.012512,0.000377,0,0.003212,0.000575,0,0.008121
"PH_BB_6.sorted.bam","6","BB",0.087898,1.3e-05,0.126553,0.001053,0,0.008308,0.808392,0.733086,0.968182,0.001621,0,0.013327,0.00197,0,0.014409,0.007979,0,0.042611,0.086565,1.9e-05,0.124739,0.004522,0,0.025722,7.3e-05,0,0.000657,0.000188,0,0.002533,0.000154,0,0.001556,0.001171,0,0.012939,0.000126,0,0.001352,0.802904,0.718868,0.959023,0.000326,0,0.004771,0.000141,0,0.001519,2e-04,0,0.001815,0.000124,0,0.0013,0.000449,0,0.005814,0.000313,0,0.003885,0.000762,0,0.007209,0.000196,0,0.002023,0.000321,0,0.003779,0.001274,0,0.017639,0.000431,0,0.00448,0.006256,0,0.074682,0.001504,0,0.02121,0.000534,0,0.005659,0.000878,0,0.01225,0.171388,0,0.24803,0.000208,0,0.002716,0.000415,0,0.003042,0.000226,0,0.0028,0.000281,0,0.003342,0.000226,0,0.002328,7.1e-05,0,0.000762,0.000853,0,0.01191,0.000392,0,0.004763,0.002046,0,0.028074,0.000402,0,0.004981,0.000764,0,0.010867,0.003976,0,0.045112,0.000245,0,0.002936,0.000183,0,0.002214
"PH_BB_7.sorted.bam","7","BB",0.087634,0.000148,0.129047,0.008744,0,0.031194,0.795902,0.708791,0.976335,0.003248,0,0.022448,0.004764,0,0.029646,0.002011,0,0.014631,0.085034,0.000107,0.125164,0.012662,0,0.039728,9.6e-05,0,0.001053,0.002331,0,0.029599,0.000755,0,0.009535,0.001144,0,0.015016,0.003323,0,0.04529,0.785451,0.679474,0.971935,0.000338,0,0.004292,0.000514,0,0.006856,0.001049,0,0.009748,0.000164,0,0.001943,0.000818,0,0.011209,0.001348,0,0.019001,0.005195,0,0.054343,0.000333,0,0.004541,0.000211,0,0.002192,0.000398,0,0.003857,0.000411,0,0.00515,0.000745,0,0.007286,0.000245,0,0.003096,0.000178,0,0.002601,0.00026,0,0.002836,0.168246,0,0.248665,0.00045,0,0.006538,2e-04,0,0.002137,0.000275,0,0.003436,0.000235,0,0.002105,0.000244,0,0.002633,9.2e-05,0,0.000881,0.001801,0,0.026433,0.007601,0,0.050783,0.009247,0,0.07623,0.003415,0,0.037283,0.001,0,0.01299,0.001281,0,0.017738,0.000235,0,0.003275,0.000372,0,0.00438
"PH_BB_8.sorted.bam","8","BB",0.095875,2e-06,0.138327,0.003255,0,0.020142,0.779713,0.694572,0.955018,0.004642,0,0.026871,0.002184,0,0.017782,0.001948,0,0.014178,0.098645,0.009041,0.138718,0.013738,0,0.040222,0.000117,0,0.00106,0.000329,0,0.004017,0.000598,0,0.008296,0.000918,0,0.012733,0.000493,0,0.007169,0.772473,0.6751,0.950753,0.000414,0,0.005383,0.000184,0,0.002279,0.002983,0,0.039129,0.000261,0,0.003229,0.000514,0,0.006386,0.00028,0,0.002874,0.000749,0,0.00706,0.00034,0,0.003446,0.000121,0,0.001248,0.000204,0,0.00205,0.000265,0,0.002847,0.00046,0,0.005511,0.001038,0,0.01483,0.000231,0,0.002913,0.000128,0,0.001269,0.18824,0,0.272534,0.000204,0,0.001629,0.000349,0,0.004513,0.000523,0,0.005814,0.000721,0,0.010159,0.000209,0,0.002048,0.000371,0,0.005045,9e-04,0,0.012584,0.003559,0,0.035987,0.008527,0,0.067393,0.00328,0,0.038733,0.001292,0,0.020416,0.001234,0,0.017243,0.006303,0,0.059207,0.00119,0,0.016243
"PH_BB_9.sorted.bam","9","BB",0.11573,0.022329,0.158445,0.003154,0,0.021148,0.73808,0.655814,0.921553,0.001702,0,0.014198,0.004978,0,0.032915,0.00184,0,0.014141,0.105821,0.00066,0.14902,0.028694,2e-05,0.059471,0.000153,0,0.001617,0.001467,0,0.018351,0.00019,0,0.002042,0.010031,0,0.097967,0.000773,0,0.011527,0.71073,0.606037,0.87718,0.000395,0,0.004947,0.000166,0,0.001575,0.001063,0,0.01446,1e-04,0,0.000911,0.000692,0,0.010032,0.000796,0,0.010032,0.001194,0,0.012847,0.000503,0,0.005487,0.000325,0,0.003668,0.000759,0,0.010742,0.000601,0,0.007971,0.000502,0,0.006234,0.000394,0,0.004834,0.000502,0,0.005651,0.000165,0,0.001802,0.2103,0,0.297029,0.000106,0,0.001111,0.000162,0,0.001554,0.000208,0,0.002296,0.000308,0,0.002746,0.000203,0,0.001375,6.8e-05,0,0.000629,0.007511,0,0.073327,0.002019,0,0.029696,0.040975,0,0.116808,0.000477,0,0.004793,0.005313,0,0.057407,0.00039,0,0.003471,0.000219,0,0.002322,0.000242,0,0.002574
"PH_BC_10.sorted.bam","10","BC",0.067396,5e-06,0.105275,0.001643,0,0.013402,0.00311,0,0.035629,0.008693,0,0.06354,0.85074,0.754438,0.994383,0.001068,0,0.008607,0.066559,1e-06,0.10432,0.00079,0,0.006518,6e-05,0,0.000587,0.000323,0,0.00337,9e-05,0,0.00091,0.00023,0,0.001792,0.000281,0,0.003032,0.000173,0,0.001633,0.000212,0,0.001412,9.2e-05,0,0.000836,0.00029,0,0.003684,7.2e-05,0,0.000782,0.001351,0,0.0193,0.001793,0,0.024414,0.004598,0,0.070371,0.016265,0,0.12662,0.837938,0.687681,0.993154,0.000204,0,0.002528,0.000286,0,0.003358,9.9e-05,0,0.000897,0.000131,0,0.00119,0.000919,0,0.01407,6.3e-05,0,0.000556,0.132223,0,0.207894,0.000141,0,0.001333,8.5e-05,0,0.000919,0.000114,0,0.001136,0.000306,0,0.002357,0.000101,0,0.0011,3.1e-05,0,0.000331,0.00013,0,0.001235,0.000189,0,0.002329,0.000291,0,0.003127,0.000138,0,0.001183,0.000372,0,0.005578,0.000273,0,0.003327,8.9e-05,0,0.000754,4.9e-05,0,0.000459
"PH_BC_11.sorted.bam","11","BC",0.057509,0,0.097464,0.001385,0,0.011331,0.00272,0,0.022091,0.003591,0,0.025371,0.874938,0.793618,0.998457,9e-04,0,0.007267,0.057673,0,0.098952,0.001284,0,0.011231,0.00013,0,0.001617,0.000386,0,0.004734,0.000133,0,0.001023,0.001148,0,0.013722,0.00018,0,0.00181,0.000568,0,0.007406,0.000299,0,0.002325,0.00027,0,0.003418,0.000385,0,0.005032,0.000221,0,0.001998,0.000555,0,0.00743,0.001096,0,0.014894,0.001566,0,0.022683,0.004191,0,0.048427,0.870214,0.780802,0.998327,0.000207,0,0.002344,0.000116,0,0.001128,0.000364,0,0.004364,0.00037,0,0.004868,0.000218,0,0.002323,0.000117,0,0.001424,0.111807,0,0.192065,0.000215,0,0.002123,0.000274,0,0.002139,0.000977,0,0.014351,0.001437,0,0.019356,0.00012,0,0.001323,0.000112,0,0.001002,0.000356,0,0.003196,0.000241,0,0.003101,0.000386,0,0.002567,0.000247,0,0.002341,0.000384,0,0.003769,0.000172,0,0.002116,0.000294,0,0.003445,0.000245,0,0.002674
"PH_BC_1.sorted.bam","1","BC",0.055641,0,0.095845,0.008313,0,0.055478,0.02871,0,0.103581,0.023254,0,0.087166,0.82518,0.728063,0.963395,0.001585,0,0.01305,0.056068,0,0.095827,0.001249,0,0.009293,6.1e-05,0,0.000648,0.000268,0,0.002559,0.000425,0,0.006105,0.000392,0,0.005181,0.001141,0,0.017902,0.00038,0,0.003929,0.000411,0,0.00429,0.000436,0,0.003265,0.002163,0,0.030481,0.00015,0,0.001368,0.000426,0,0.004159,0.012026,0,0.109331,0.05186,0,0.20442,0.041873,0,0.173232,0.771064,0.612745,0.93827,0.000265,0,0.002892,0.000636,0,0.006932,0.000579,0,0.006434,0.000347,0,0.00325,0.000686,0,0.009665,0.000162,0,0.001815,0.109121,0,0.189561,0.000574,0,0.007332,0.000359,0,0.004595,0.000763,0,0.009088,0.000836,0,0.010903,9.4e-05,0,0.000888,9.3e-05,0,0.00084,0.000277,0,0.003056,0.000695,0,0.009965,0.000167,0,0.001492,0.000214,0,0.002391,0.000526,0,0.006888,0.000239,0,0.002477,0.000203,0,0.002756,8.9e-05,0,0.000913
"PH_BC_2.sorted.bam","2","BC",0.034835,0,0.070426,0.001093,0,0.009199,0.000881,0,0.007294,0.001005,0,0.007424,0.926499,0.855002,0.999676,0.000889,0,0.006818,0.034049,0,0.069516,0.000749,0,0.005912,5.7e-05,0,0.000537,0.00071,0,0.009142,0.000121,0,0.001131,0.000169,0,0.001749,0.000145,0,0.001783,0.000157,0,0.00192,0.000276,0,0.003468,0.000186,0,0.002003,0.00012,0,0.001292,0.000159,0,0.001541,0.001034,0,0.013912,0.000245,0,0.002854,0.000488,0,0.006195,0.000439,0,0.005205,0.924989,0.852289,0.999639,0.000185,0,0.001801,0.000307,0,0.00357,0.000138,0,0.001372,0.000268,0,0.003839,3e-04,0,0.003098,0.000141,0,0.001679,0.067004,0,0.137527,0.000175,0,0.001707,0.000133,0,0.00139,0.000282,0,0.003623,0.000154,0,0.001201,0.000141,0,0.001133,4.7e-05,0,0.000493,0.00018,0,0.001884,0.000175,0,0.002404,0.000256,0,0.002191,0.00012,0,0.001339,0.000361,0,0.00412,0.000158,0,0.001492,0.000113,0,0.001389,6.8e-05,0,0.000747
"PH_BC_3.sorted.bam","3","BC",0.062915,9.3e-05,0.09897,0.001694,0,0.015138,0.0011,0,0.009463,0.017893,0,0.068336,0.852614,0.764874,0.993492,0.000616,0,0.005326,0.062038,3e-06,0.098557,0.00113,0,0.009155,6.3e-05,0,0.00057,0.000709,0,0.006703,9.6e-05,0,0.001074,0.000214,0,0.002526,0.000255,0,0.002492,0.000143,0,0.001502,0.000641,0,0.007058,0.000336,0,0.004238,0.000135,0,0.001691,8e-05,0,0.000775,0.000811,0,0.010792,0.001162,0,0.012263,0.000943,0,0.013905,0.033596,0,0.135664,0.83378,0.701714,0.991696,0.000148,0,0.001311,8.3e-05,0,0.00087,8.3e-05,0,0.000655,0.000266,0,0.002855,0.000312,0,0.004144,9.4e-05,0,0.000899,0.122712,0,0.195146,0.000256,0,0.002373,1e-04,0,0.000858,0.000385,0,0.005578,0.000331,0,0.003417,7.3e-05,0,0.00088,4.8e-05,0,0.000442,0.000469,0,0.006095,0.000397,0,0.004537,0.000185,0,0.001972,0.000268,0,0.002805,0.000513,0,0.005716,7.9e-05,0,0.000708,0.000124,0,0.001108,0.000112,0,0.00121
"PH_BC_4.sorted.bam","4","BC",0.047938,0,0.084858,0.000533,0,0.004485,0.000496,0,0.004152,0.000406,0,0.003201,0.905156,0.827155,0.999748,0.000693,0,0.005859,0.044272,0,0.084509,0.000506,0,0.004229,4.1e-05,0,0.000382,0.000123,0,0.001326,5.6e-05,0,0.000538,1e-04,0,0.000899,8.3e-05,0,0.000644,5e-05,0,0.000561,9.7e-05,0,0.00104,6.4e-05,0,0.00064,8.8e-05,0,0.001022,4.2e-05,0,0.000386,0.007563,0,0.091417,0.000353,0,0.003773,0.000314,0,0.004016,0.000143,0,0.001602,0.900381,0.823527,0.999711,9.9e-05,0,0.000841,0.000141,0,0.001555,8.5e-05,0,0.000762,0.000127,0,0.001619,0.000608,0,0.008126,7.9e-05,0,0.000697,0.087694,0,0.168625,7.4e-05,0,0.000785,0.000115,0,0.001248,0.000115,0,0.001226,0.00029,0,0.003342,5.9e-05,0,0.000726,5.4e-05,0,0.000532,0.000117,0,0.001063,0.000116,0,0.001309,0.000108,0,0.000907,9.5e-05,0,0.001067,0.00028,0,0.003579,0.000109,0,0.001187,8.9e-05,0,0.000923,4.8e-05,0,0.000564
"PH_BC_5.sorted.bam","5","BC",0.07691,1.7e-05,0.113938,0.001899,0,0.014398,0.002794,0,0.033591,0.004901,0,0.044101,0.834142,0.757134,0.971132,0.001326,0,0.010555,0.077284,0.003166,0.113207,0.000744,0,0.005848,5.3e-05,0,0.000469,0.000372,0,0.0045,0.000109,0,0.001168,0.000142,0,0.00161,0.000351,0,0.00371,0.000134,0,0.00145,0.000146,0,0.001711,0.000235,0,0.002756,0.000219,0,0.002477,0.000108,0,0.001215,0.000621,0,0.006412,0.001212,0,0.015556,0.003939,0,0.065174,0.007872,0,0.087413,0.826624,0.72395,0.967184,0.000204,0,0.002313,0.000368,0,0.003975,0.000288,0,0.003154,0.000714,0,0.008889,0.000429,0,0.003982,0.000119,0,0.00136,0.152107,0,0.225349,0.000862,0,0.012234,0.000118,0,0.001054,0.000297,0,0.003051,0.000755,0,0.010673,0.000172,0,0.001893,5.9e-05,0,0.000458,0.000122,0,0.001369,0.00018,0,0.001795,0.000263,0,0.00357,0.000103,0,0.001047,0.000208,0,0.00204,0.000237,0,0.002082,0.000139,0,0.001201,0.000118,0,0.001353
"PH_BC_6.sorted.bam","6","BC",0.057153,0,0.102171,0.000632,0,0.004976,0.000531,0,0.004498,0.000544,0,0.004539,0.885312,0.806054,0.999672,0.000427,0,0.003536,0.054952,0,0.0953,0.000448,0,0.003771,4.7e-05,0,0.000526,0.000139,0,0.001496,6.6e-05,0,0.000812,0.000194,0,0.001777,0.000186,0,0.00217,6.9e-05,0,0.000742,0.000128,0,0.000969,8.6e-05,0,0.000778,7.5e-05,0,0.000799,5.3e-05,0,0.000553,0.004705,0,0.069996,0.000209,0,0.002279,0.000244,0,0.00307,0.000352,0,0.003412,0.882178,0.793281,0.999615,0.000119,0,0.001166,0.000152,0,0.001829,6e-05,0,0.000745,6.2e-05,0,0.000595,0.000185,0,0.002015,5.5e-05,0,0.00052,0.108827,0,0.190004,0.000238,0,0.00245,9.4e-05,0,0.001057,0.000153,0,0.002154,0.000363,0,0.003445,7.7e-05,0,0.000873,3.4e-05,0,0.000349,1e-04,0,0.000833,0.000123,0,0.001185,7e-05,0,0.000827,0.000125,0,0.001357,0.000212,0,0.001779,8.8e-05,0,0.000776,8.5e-05,0,0.000869,4.6e-05,0,0.000423
"PH_BC_7.sorted.bam","7","BC",0.157694,0.066531,0.19884,0.00241,0,0.01682,0.16961,0.10601,0.247974,0.021566,0,0.079052,0.345794,0.298273,0.493798,0.086506,0.048252,0.130536,0.159845,0.088212,0.197555,0.056575,0.02406,0.088496,3e-05,0,0.000283,0.000936,0,0.013349,4.6e-05,0,0.000432,0.000153,0,0.001962,0.000366,0,0.004263,5e-05,0,0.000477,0.000176,0,0.001763,0.000309,0,0.003736,0.000453,0,0.005463,4.8e-05,0,0.00046,0.011559,0,0.159686,0.001785,0,0.025381,0.337115,0.210302,0.494618,0.040056,0,0.157471,0.002043,0,0.031619,0.000201,0,0.001874,0.000663,0,0.008425,0.000182,0,0.001861,0.00133,0,0.020521,0.170068,0.094031,0.259533,7.6e-05,0,0.000715,0.302032,0,0.392255,0.000387,0,0.005427,0.000173,0,0.001527,0.000559,0,0.007193,0.015927,0,0.186535,0.000131,0,0.001478,4e-05,0,0.000416,0.00027,0,0.002125,0.000281,0,0.003068,0.000679,0,0.005724,0.000154,0,0.001195,0.110991,0.04599,0.176054,0.000285,0,0.003167,4e-04,0,0.004555,4.5e-05,0,0.000487
"PH_BC_8.sorted.bam","8","BC",0.04745,0,0.08887,0.004136,0,0.027628,0.021442,0,0.107295,0.015438,0,0.053717,0.824462,0.743243,0.906519,0.020612,0,0.061362,0.044471,0,0.082891,0.021989,0,0.067114,0.000143,0,0.001463,0.000744,0,0.0094,0.000175,0,0.001721,0.001964,0,0.023055,0.000505,0,0.006557,0.000221,0,0.001741,0.00133,0,0.019386,0.000229,0,0.002961,0.002369,0,0.032542,0.000106,0,0.001177,0.003569,0,0.051608,0.002283,0,0.032358,0.029411,0,0.212781,0.004184,0,0.069533,0.786233,0.655155,0.882255,0.003345,0,0.04335,0.001333,0,0.019114,0.006691,0,0.064474,0.016991,0,0.093822,0.005786,0,0.091818,0.000713,0,0.006571,0.082404,0,0.159236,0.001908,0,0.026349,0.000587,0,0.007013,0.00095,0,0.014222,0.000708,0,0.007372,0.001056,0,0.015072,0.000264,0,0.003128,0.001257,0,0.019822,0.00092,0,0.010598,0.000916,0,0.011503,0.00461,0,0.051108,0.030516,0,0.132458,0.004596,0,0.053965,0.000802,0,0.011115,0.000181,0,0.002246
"PH_BC_9.sorted.bam","9","BC",0.041274,0,0.085789,0.003193,0,0.021871,0.160545,0.099136,0.231843,0.026503,0,0.093718,0.648069,0.554102,0.757564,0.001769,0,0.014183,0.050409,0,0.097801,0.068238,0.031929,0.106366,4.7e-05,0,0.00043,0.000372,0,0.005047,0.000119,0,0.001226,0.00017,0,0.001492,0.000248,0,0.002802,0.000252,0,0.002357,0.000428,0,0.005562,0.000697,0,0.007067,0.000474,0,0.005839,8e-05,0,0.000669,0.001078,0,0.013036,0.003072,0,0.036192,0.318206,0.195135,0.460491,0.0456,0,0.186727,0.389533,0.209626,0.545077,0.00014,0,0.001397,0.000584,0,0.006403,0.000322,0,0.003747,0.001175,0,0.015371,0.000561,0,0.007434,8.8e-05,0,0.00061,0.079934,0,0.166656,0.000717,0,0.008954,0.000236,0,0.001969,0.00345,0,0.058394,0.015812,0,0.149889,0.000194,0,0.002088,5.1e-05,0,0.000504,0.000331,0,0.003609,0.000458,0,0.004739,0.000931,0,0.009244,0.001022,0,0.013272,0.132741,0.057814,0.210286,0.000385,0,0.00578,0.000371,0,0.005175,0.000119,0,0.001295
"PH_CA_10.sorted.bam","10","CA",0.091734,0.046061,0.131338,0.000686,0,0.005487,0.001034,0,0.00762,0.000904,0,0.007134,0.000608,0,0.005184,0.606458,0.552431,0.667178,0.297069,0.242922,0.342326,0.001506,0,0.011625,0.000548,0,0.008115,0.000255,0,0.002698,9.8e-05,0,0.001084,0.000449,0,0.006946,0.000115,0,0.001288,0.000169,0,0.001334,0.000227,0,0.002647,0.000137,0,0.001438,0.000274,0,0.003218,0.000172,0,0.001893,0.000111,0,0.001151,8.2e-05,0,0.00074,0.000102,0,0.000984,0.000158,0,0.001557,0.000143,0,0.001938,0.001009,0,0.014768,0.000233,0,0.002095,0.000411,0,0.005375,0.000233,0,0.002235,0.000166,0,0.001828,0.49097,0.404924,0.580959,0.179978,0.087439,0.259851,0.000193,0,0.00138,0.000177,0,0.002232,0.000188,0,0.001872,0.000155,0,0.001602,0.228267,0.077039,0.371841,0.092445,0,0.16583,0.000344,0,0.003613,0.000161,0,0.001764,0.000204,0,0.0023,0.000248,0,0.003368,0.000155,0,0.001652,0.000658,0,0.007747,0.00029,0,0.002833,0.000477,0,0.006884
"PH_CA_12.sorted.bam","12","CA",0.10237,0.059299,0.134096,0.001698,0,0.011359,0.001022,0,0.007775,0.001159,0,0.008625,0.001712,0,0.014788,0.569005,0.514742,0.636618,0.32126,0.266116,0.365869,0.001775,0,0.011887,0.000103,0,0.001137,0.00029,0,0.0036,0.000471,0,0.007117,0.000173,0,0.002069,2e-04,0,0.00175,0.00016,0,0.00164,0.000207,0,0.002619,0.000238,0,0.002974,0.000221,0,0.002296,0.00012,0,0.001302,0.000315,0,0.00367,0.000304,0,0.003711,0.000163,0,0.001973,0.000285,0,0.00316,0.000446,0,0.005327,0.00095,0,0.010302,0.00022,0,0.002251,0.000226,0,0.002799,0.00054,0,0.006206,0.000422,0,0.004482,0.47,0.389676,0.552425,0.20245,0.11602,0.266625,0.000748,0,0.010589,0.00049,0,0.007438,0.000346,0,0.004382,0.000847,0,0.006713,0.195492,0.055426,0.375705,0.12073,0,0.197223,0.00015,0,0.00154,0.000453,0,0.005989,0.000251,0,0.003193,0.000242,0,0.002604,0.000195,0,0.00207,0.00016,0,0.001904,0.000685,0,0.009276,0.000707,0,0.008953
"PH_CA_1.sorted.bam","1","CA",0.125834,0.002828,0.165641,0.000755,0,0.006165,0.000883,0,0.007497,0.000781,0,0.006793,9e-04,0,0.007259,0.555612,0.495941,0.663923,0.313492,0.266042,0.357882,0.001743,0,0.015102,0.00073,0,0.005298,0.000109,0,0.001355,0.000141,0,0.001211,0.000234,0,0.001351,0.000126,0,0.001463,9.8e-05,0,0.001208,0.000257,0,0.00316,8.2e-05,0,0.00095,0.000154,0,0.001503,0.00016,0,0.001545,0.000172,0,0.002209,1e-04,0,0.001127,0.000207,0,0.001978,0.000134,0,0.001271,0.000171,0,0.002033,0.000545,0,0.005661,0.000222,0,0.00229,0.000225,0,0.002095,0.000209,0,0.001837,0.000423,0,0.004789,0.500776,0.407368,0.577995,0.248122,0,0.330123,0.000333,0,0.004428,0.000443,0,0.005238,0.000296,0,0.002864,0.000242,0,0.001494,0.107632,0,0.365195,0.134403,0.051819,0.203625,0.00077,0,0.007514,0.000254,0,0.003417,0.000181,0,0.001981,0.00011,0,0.000986,0.00018,0,0.002084,0.000416,0,0.005457,0.001111,0,0.014785,0.000232,0,0.002692
