"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7"
"PH_SH_1.sorted.bam","1","SH",0.027231,0,0.073982,0.503483,0.448957,0.558064,0.00087,0,0.006667,0.449288,0.383756,0.511631,0.001221,0,0.009033,0.003279,0,0.021845,0.014628,0,0.04858,0.00112,0,0.015596,0.022455,0,0.126356,0.303848,0.196634,0.424987,0.000225,0,0.002825,0.000187,0,0.002365,0.000131,0,0.001472,0.014605,0,0.109367,0.364965,0.161251,0.562917,0.000223,0,0.002638,0.256689,0.141407,0.369894,0.000475,0,0.006174,0.00035,0,0.004347,0.000245,0,0.002664,0.000358,0,0.003676,0.000121,0,0.001269,0.001585,0,0.021994,0.001511,0,0.016842,0.000282,0,0.003445,0.001093,0,0.013596,0.000251,0,0.002794,0.000217,0,0.002543,0.012877,0,0.079389,0.009802,0,0.086255,0.000316,0,0.003822,0.003954,0,0.048541,0.000522,0,0.006425,0.001402,0,0.021427,0.000192,0,0.001875
"PH_SH_2.sorted.bam","2","SH",0.042577,1e-06,0.094608,0.509468,0.453461,0.562708,0.000472,0,0.003886,0.426192,0.359683,0.496182,0.002658,0,0.017856,0.006838,0,0.039917,0.011796,0,0.046853,0.000955,0,0.011452,0.06176,0,0.184162,0.316364,0.180919,0.470824,0.000147,0,0.001836,0.000151,0,0.001724,6.9e-05,0,0.000748,0.000845,0,0.004752,0.319948,0,0.577467,0.000156,0,0.001762,0.263528,0.115593,0.448644,0.000879,0,0.011874,0.000555,0,0.006686,0.000145,0,0.001707,0.000556,0,0.00785,0.00059,0,0.008297,0.007355,0,0.071922,0.000376,0,0.004439,0.000107,0,0.001142,0.001477,0,0.016752,0.00139,0,0.017389,0.001076,0,0.014709,0.012257,0,0.081518,0.003416,0,0.049204,1e-04,0,0.001121,0.002347,0,0.03391,0.000612,0,0.007332,0.000819,0,0.011723,0.00202,0,0.025238
"PH_SH_3.sorted.bam","3","SH",0.029784,0,0.076496,0.552949,0.49936,0.60344,0.000659,0,0.005381,0.387328,0.332769,0.441659,0.002115,0,0.015101,0.005828,0,0.034565,0.021337,0,0.059493,0.000159,0,0.001405,0.004844,0,0.061303,0.178591,0.086508,0.274756,0.000257,0,0.002347,0.000131,0,0.000944,9.3e-05,0,0.000998,0.020679,0,0.134945,0.737405,0.574837,0.872803,0.000268,0,0.002705,0.005334,0,0.085638,0.00041,0,0.004044,0.000515,0,0.005942,0.000148,0,0.001701,0.000813,0,0.01125,0.000387,0,0.004972,0.000917,0,0.011824,0.002925,0,0.044684,0.00016,0,0.002035,0.002196,0,0.02775,0.000927,0,0.012364,0.000383,0,0.004653,0.032145,0,0.114257,0.002896,0,0.041872,0.000169,0,0.002052,0.002626,0,0.035083,0.000644,0,0.008266,0.003764,0,0.049037,0.000215,0,0.002095
"PH_SH_5.sorted.bam","5","SH",0.002907,0,0.020194,0.537183,0.477384,0.596786,0.000756,0,0.005997,0.449469,0.387813,0.512206,0.004123,0,0.024874,0.003156,0,0.020865,0.002405,0,0.017558,0.000366,0,0.005017,0.001223,0,0.01565,0.534135,0.470464,0.595921,0.000289,0,0.003555,0.000154,0,0.001828,0.000164,0,0.001901,0.000861,0,0.011765,0.001087,0,0.01292,0.000224,0,0.003079,0.446681,0.381831,0.511077,0.001273,0,0.017704,0.001202,0,0.017334,0.000289,0,0.00247,0.000995,0,0.013212,0.000834,0,0.009764,0.000885,0,0.014009,0.001188,0,0.01576,0.000131,0,0.001366,0.001613,0,0.024896,0.001663,0,0.021772,0.000183,0,0.001911,0.000549,0,0.00735,0.00124,0,0.017496,9.6e-05,0,0.001002,0.000795,0,0.008573,0.001156,0,0.016243,0.000465,0,0.006108,0.000255,0,0.001771
"PH_SH_6.sorted.bam","6","SH",0.049955,2.4e-05,0.097165,0.459485,0.41374,0.499329,0.003288,0,0.024439,0.421142,0.351811,0.47426,0.013071,0,0.055259,0.045354,3e-06,0.096237,0.007704,0,0.039921,0.000215,0,0.001874,0.035288,0,0.178329,0.002654,0,0.040358,0.00246,0,0.03994,0.000389,0,0.004552,0.000155,0,0.001773,0.016274,0,0.146083,0.818594,0.667698,0.928418,0.00117,0,0.016733,0.000879,0,0.008689,0.001589,0,0.020603,0.018231,0,0.107907,0.001037,0,0.016776,0.000622,0,0.008144,9.1e-05,0,0.000955,0.042019,0,0.147583,0.039081,0,0.179048,0.000659,0,0.008695,0.001404,0,0.018428,0.00213,0,0.030232,0.000392,0,0.003541,0.00185,0,0.021953,0.00208,0,0.027236,0.000552,0,0.008335,0.002463,0,0.036424,0.002352,0,0.032591,0.004631,0,0.058546,0.00074,0,0.010522
"PH_SH_7.sorted.bam","7","SH",0.018626,0,0.072764,0.536748,0.474997,0.597866,0.000581,0,0.004942,0.431599,0.358315,0.499451,0.0036,0,0.022433,0.005584,0,0.03847,0.003263,0,0.026031,0.000985,0,0.012956,0.009769,0,0.103972,0.464237,0.241,0.587498,0.000275,0,0.003426,0.000171,0,0.001754,6.6e-05,0,0.000725,0.015195,0,0.136251,0.131273,0,0.512509,0.000144,0,0.00119,0.356707,0.155968,0.485739,0.00163,0,0.02268,0.00139,0,0.017531,0.000184,0,0.001965,0.000638,0,0.007453,0.001066,0,0.013883,0.006325,0,0.066736,0.001143,0,0.015404,9.9e-05,0,0.000933,0.001266,0,0.0073,0.000684,0,0.009925,0.000493,0,0.006252,0.002087,0,0.03026,0.001275,0,0.017414,0.000157,0,0.00183,0.001267,0,0.012086,0.000541,0,0.005991,0.000665,0,0.008953,0.000266,0,0.003003
"PH_SL_10.sorted.bam","10","SL",0.045764,3e-06,0.088466,0.00314,0,0.025554,0.000598,0,0.004635,0.003513,0,0.046037,0.59273,0.55299,0.630655,0.352835,0.301422,0.405502,0.001421,0,0.014904,8.2e-05,0,0.000948,0.000193,0,0.002443,0.000104,0,0.001316,0.000136,0,0.001442,0.000238,0,0.003015,6e-05,0,0.000717,0.000102,0,0.001218,0.000172,0,0.002193,0.000113,0,0.001346,0.000132,0,0.001502,0.090471,0,0.175641,0.005158,0,0.050889,0.000324,0,0.002795,0.006099,0,0.091648,0.188562,0.108347,0.263662,0.00026,0,0.00353,0.000217,0,0.001805,0.000146,0,0.001715,0.000149,0,0.001829,0.704369,0.600921,0.809434,0.000154,0,0.001051,0.000201,0,0.00219,9.4e-05,0,0.000849,0.000117,0,0.001409,0.000127,0,0.001681,0.001915,0,0.028451,0.000221,0,0.002133,8.3e-05,0,0.000945
"PH_SL_11.sorted.bam","11","SL",0.01824,0,0.05398,0.001744,0,0.012616,0.001624,0,0.012784,0.008366,0,0.053408,0.607651,0.567612,0.64703,0.360595,0.303535,0.407525,0.00178,0,0.01238,0.001057,0,0.014164,0.000533,0,0.00701,0.000393,0,0.00533,0.000261,0,0.002992,0.000342,0,0.003807,0.000146,0,0.001386,0.001549,0,0.017918,0.000654,0,0.008705,0.000861,0,0.011438,0.000906,0,0.011233,0.015638,0,0.100423,0.000439,0,0.004578,0.000785,0,0.011354,0.009996,0,0.097937,0.242457,0.16622,0.327413,0.015631,0,0.089776,0.000501,0,0.007283,0.000264,0,0.002431,0.001284,0,0.016656,0.702682,0.583826,0.810501,0.000192,0,0.002435,0.000755,0,0.011034,0.000232,0,0.002313,0.000442,0,0.004819,0.000576,0,0.006561,0.000847,0,0.01169,0.000443,0,0.005769,0.000133,0,0.001205
"PH_SL_12.sorted.bam","12","SL",0.000223,0,0.001763,0.000195,0,0.001573,0.000206,0,0.001834,0.000202,0,0.001628,0.998641,0.99356,0.999994,0.000364,0,0.003197,0.000168,0,0.001385,3.4e-05,0,0.000413,3.1e-05,0,0.00033,3.7e-05,0,0.000397,5.5e-05,0,0.000617,3.6e-05,0,0.000381,4e-05,0,0.000425,3.9e-05,0,0.000467,3.8e-05,0,0.000409,4.1e-05,0,0.000431,3.3e-05,0,0.000368,0.000169,0,0.001783,0.000122,0,0.00115,0.000118,0,0.001356,0.00014,0,0.001418,0.998168,0.98988,0.999994,5.1e-05,0,0.000593,5e-05,0,0.000448,4.7e-05,0,0.000388,4.7e-05,0,0.000465,0.000329,0,0.003312,7.7e-05,0,0.000918,3.4e-05,0,0.000434,3.9e-05,0,0.000449,3.6e-05,0,0.000397,3.5e-05,0,0.000386,6.9e-05,0,0.000749,5.1e-05,0,0.000512,3.5e-05,0,0.000388
"PH_SL_1.sorted.bam","1","SL",0.004878,0,0.03202,0.00106,0,0.008692,0.00384,0,0.023856,0.001172,0,0.009159,0.626858,0.590686,0.663323,0.361668,0.318937,0.400381,0.000525,0,0.004295,0.00015,0,0.001721,0.000125,0,0.001311,8.1e-05,0,0.000791,0.001513,0,0.02,0.000378,0,0.00491,0.00021,0,0.002619,0.000455,0,0.00461,0.000196,0,0.00202,0.000245,0,0.002891,0.000143,0,0.001891,0.006357,0,0.059374,0.000909,0,0.010773,0.00437,0,0.044056,0.000785,0,0.007973,0.260204,0.188741,0.33202,0.000873,0,0.01322,0.000238,0,0.002388,0.000622,0,0.006639,0.00026,0,0.002697,0.720652,0.633613,0.79912,0.000278,0,0.002759,0.000133,0,0.001451,0.000112,0,0.001167,0.000133,0,0.001425,0.000116,0,0.001172,0.000235,0,0.002248,0.000136,0,0.001634,9.2e-05,0,0.000847
"PH_SL_2.sorted.bam","2","SL",0.000204,0,0.001726,0.000204,0,0.001702,0.00031,0,0.002624,0.000214,0,0.001693,0.998584,0.993673,0.999994,0.000269,0,0.002213,0.000214,0,0.001717,3.9e-05,0,0.000349,3.9e-05,0,0.000427,4.4e-05,0,0.000415,5.5e-05,0,0.000496,6.1e-05,0,0.000538,6.2e-05,0,0.000602,5.2e-05,0,0.000523,5.3e-05,0,0.000563,4.6e-05,0,0.000489,4.1e-05,0,0.000418,9.9e-05,0,0.001113,7.1e-05,0,0.000576,0.000216,0,0.002384,0.000104,0,0.000956,0.998224,0.991437,0.999993,5.3e-05,0,0.00048,5.4e-05,0,0.000519,6.6e-05,0,0.000774,5e-05,0,0.000563,0.000126,0,0.001475,6.4e-05,0,0.000573,3.4e-05,0,0.000354,4.3e-05,0,0.000424,5.1e-05,0,0.00058,4.2e-05,0,0.000484,0.000106,0,0.001198,6e-05,0,0.00067,4.5e-05,0,0.000541
"PH_SL_3.sorted.bam","3","SL",0.000197,0,0.001619,0.000203,0,0.00159,0.000227,0,0.001879,0.000198,0,0.001595,0.998638,0.993807,0.999994,0.000331,0,0.003058,0.000205,0,0.001673,3.7e-05,0,0.000375,5e-05,0,0.000504,4.2e-05,0,0.00041,4.2e-05,0,0.000494,4.4e-05,0,0.000485,4.1e-05,0,0.000431,4.5e-05,0,0.000433,4.7e-05,0,0.000491,3.3e-05,0,0.000356,3.8e-05,0,0.000426,8.7e-05,0,0.000916,9.5e-05,0,0.001132,0.000155,0,0.001472,0.000112,0,0.001091,0.998218,0.990894,0.999994,5.2e-05,0,0.000527,4.5e-05,0,0.000445,5.4e-05,0,0.000504,4.7e-05,0,0.00052,0.000291,0,0.0041,5.5e-05,0,0.000649,4.4e-05,0,0.000459,4.1e-05,0,0.000389,4.4e-05,0,0.000415,3.8e-05,0,0.000356,1e-04,0,0.001022,6.3e-05,0,0.000647,4.1e-05,0,0.000395
"PH_SL_4.sorted.bam","4","SL",0.000278,0,0.002252,0.000195,0,0.001548,0.000247,0,0.001948,0.000255,0,0.002079,0.998075,0.989847,0.999993,0.000775,0,0.006885,0.000175,0,0.001405,3.3e-05,0,0.000313,4.2e-05,0,0.000444,3.9e-05,0,0.000387,5.4e-05,0,0.000534,4.3e-05,0,0.000392,6e-05,0,0.000592,6.8e-05,0,0.000854,4.5e-05,0,0.000405,4e-05,0,0.000441,4e-05,0,0.000382,0.000184,0,0.002197,6.3e-05,0,0.000756,0.000115,0,0.001541,0.000139,0,0.001559,0.997378,0.985753,0.999992,0.000103,0,0.00103,7.7e-05,0,0.000963,8.6e-05,0,0.000919,0.000102,0,0.001069,0.00083,0,0.010554,0.000139,0,0.001623,4e-05,0,0.000437,4e-05,0,0.000429,3.7e-05,0,0.000381,3.6e-05,0,0.000355,6.4e-05,0,0.000655,7.4e-05,0,0.000772,2.9e-05,0,0.000322
"PH_SL_6.sorted.bam","6","SL",0.00454,0,0.034935,0.000655,0,0.005613,0.000737,0,0.00606,0.001924,0,0.017866,0.618778,0.58297,0.657077,0.372872,0.326534,0.411882,0.000493,0,0.003737,8.8e-05,0,0.000839,0.000234,0,0.002759,7e-05,0,0.000719,0.000388,0,0.00474,0.000123,0,0.00142,8.9e-05,0,0.000835,0.000514,0,0.007442,0.000159,0,0.001783,0.000162,0,0.001271,0.000134,0,0.001427,0.007314,0,0.069478,0.000428,0,0.004021,0.000306,0,0.003459,0.002429,0,0.03389,0.241232,0.171033,0.317599,0.000248,0,0.002556,0.000128,0,0.001353,0.000235,0,0.002735,0.000161,0,0.001659,0.74445,0.651756,0.822945,0.000189,0,0.002259,0.000205,0,0.002545,9.9e-05,0,0.001082,8.3e-05,0,0.000823,0.000157,0,0.001884,0.000166,0,0.001865,0.000146,0,0.001751,6.4e-05,0,0.000591
"PH_SL_7.sorted.bam","7","SL",0.000299,0,0.0024,0.000272,0,0.002213,0.000329,0,0.002819,0.000354,0,0.002971,0.997928,0.990525,0.999994,0.000568,0,0.004546,0.00025,0,0.00204,6.1e-05,0,0.000684,5.5e-05,0,0.000551,6.7e-05,0,0.000756,5.5e-05,0,0.000572,5e-05,0,0.000605,7.3e-05,0,0.000776,6.5e-05,0,0.000656,6e-05,0,0.000628,8.4e-05,0,0.000801,6.7e-05,0,0.00064,0.000178,0,0.001169,0.000135,0,0.001676,0.000188,0,0.002199,0.000212,0,0.002229,0.99727,0.985814,0.999993,7.2e-05,0,0.000774,6.7e-05,0,0.00059,6.4e-05,0,0.000773,9.3e-05,0,0.001074,0.000485,0,0.005587,0.000139,0,0.001325,5e-05,0,0.000454,4.3e-05,0,0.000425,7e-05,0,0.000709,6e-05,0,0.000681,0.000119,0,0.001154,7.8e-05,0,0.000989,4e-05,0,0.000466
"PH_SL_8.sorted.bam","8","SL",0.060971,0.035164,0.088127,0.407308,0.36377,0.447217,0.007137,0,0.035195,0.037061,0,0.078033,0.304053,0.268112,0.338162,0.124069,0.082085,0.164984,0.059401,0.031763,0.086952,5.4e-05,0,0.000639,0.004095,0,0.070476,0.000102,0,0.000904,0.000449,0,0.006048,0.009193,0,0.067942,3.7e-05,0,0.000424,0.055927,0,0.150014,0.008052,0,0.086625,0.003513,0,0.041698,0.000307,0,0.003653,0.000321,0,0.003767,0.546702,0.448892,0.646684,0.000319,0,0.004339,0.004729,0,0.056057,3.2e-05,0,0.000312,0.000996,0,0.013064,0.245558,0.163539,0.328029,9.1e-05,0,0.000806,0.000555,0,0.006091,0.000135,0,0.001506,8.5e-05,0,0.001053,0.060047,0,0.162949,0.000813,0,0.011729,0.000636,0,0.009681,0.000731,0,0.010368,0.055835,0,0.149565,0.000632,0,0.006858,5.4e-05,0,0.000708
"PH_SL_9.sorted.bam","9","SL",0.005356,0,0.032103,0.000685,0,0.005271,0.001868,0,0.013947,0.001115,0,0.009097,0.630861,0.59339,0.670136,0.35945,0.316297,0.399582,0.000665,0,0.005197,0.000278,0,0.00333,0.00018,0,0.002067,8.4e-05,0,0.000985,0.001359,0,0.019186,8.9e-05,0,0.000887,0.000442,0,0.006189,0.000296,0,0.003508,0.000118,0,0.001166,0.000272,0,0.003325,0.000139,0,0.001601,0.002987,0,0.039753,0.000467,0,0.00426,0.000617,0,0.008588,0.000763,0,0.010809,0.2728,0.197051,0.3531,0.005007,0,0.052232,0.000263,0,0.002395,0.000361,0,0.004389,0.000391,0,0.005002,0.711049,0.611664,0.79533,0.000834,0,0.010489,0.000326,0,0.003864,8.6e-05,0,0.000901,0.000154,0,0.001823,0.000111,0,0.001188,0.00024,0,0.003045,0.000162,0,0.001733,0.000126,0,0.001466
"PH_TB_10.sorted.bam","10","TB",0.20097,0.154385,0.250723,0.002487,0,0.016683,0.010021,0,0.038558,0.003699,0,0.024201,0.013262,0,0.049131,0.768423,0.703994,0.826532,0.001138,0,0.008988,0.001166,0,0.013973,0.000669,0,0.008866,0.000269,0,0.003505,0.001703,0,0.026313,0.001419,0,0.021729,0.00048,0,0.006543,0.001504,0,0.024122,0.000607,0,0.00834,0.001826,0,0.027792,0.000537,0,0.005226,0.005273,0,0.05623,0.001114,0,0.015403,0.007225,0,0.061351,0.001635,0,0.023968,0.001066,0,0.016166,0.390137,0.292492,0.491645,0.000391,0,0.003846,0.006401,0,0.064016,0.000441,0,0.004235,0.008778,0,0.079327,0.565258,0.456461,0.66772,0.000321,0,0.00445,0.000235,0,0.002993,0.000507,0,0.00641,0.000311,0,0.002925,0.000368,0,0.004445,0.000181,0,0.002131,0.000177,0,0.002056
"PH_TB_12.sorted.bam","12","TB",0.212346,0.1654,0.258974,0.002236,0,0.015412,0.002393,0,0.015597,0.004058,0,0.029161,0.008691,0,0.039418,0.768542,0.716465,0.818414,0.001735,0,0.012572,0.000396,0,0.003624,0.000765,0,0.009948,0.000435,0,0.005381,0.000719,0,0.009649,0.000655,0,0.008551,0.000383,0,0.004917,0.00097,0,0.00798,0.000676,0,0.008561,0.000344,0,0.003998,0.0018,0,0.024542,0.00216,0,0.02936,7e-04,0,0.00932,0.001136,0,0.014154,0.001539,0,0.023354,0.004491,0,0.034122,0.418651,0.323267,0.511733,0.000432,0,0.005497,0.000633,0,0.007972,0.000579,0,0.007491,0.002423,0,0.034008,0.55687,0.4645,0.651609,0.000634,0,0.009791,0.000373,0,0.004857,0.000532,0,0.006584,0.000408,0,0.005164,0.000444,0,0.004814,0.000626,0,0.00766,0.000226,0,0.002893
"PH_TB_1.sorted.bam","1","TB",0.207505,0.157768,0.251522,0.003077,0,0.021382,0.003227,0,0.020367,0.004985,0,0.033235,0.006449,0,0.035056,0.771729,0.715766,0.825165,0.003029,0,0.019895,0.001671,0,0.027518,0.001055,0,0.013782,0.000528,0,0.006074,0.000667,0,0.007161,0.000387,0,0.003712,0.000912,0,0.013267,0.001805,0,0.026727,0.000594,0,0.007543,0.000809,0,0.011549,0.001267,0,0.018057,0.001757,0,0.022862,0.001152,0,0.015444,0.001383,0,0.020472,0.002634,0,0.037274,0.001157,0,0.016368,0.405174,0.298191,0.498835,0.001051,0,0.014217,0.000688,0,0.007959,0.000537,0,0.005152,0.002675,0,0.037487,0.566491,0.469706,0.665515,0.00121,0,0.015766,0.000859,0,0.010945,0.000694,0,0.009168,0.001057,0,0.01446,0.000983,0,0.01387,0.00035,0,0.003612,0.000453,0,0.00634
"PH_TB_2.sorted.bam","2","TB",0.182992,0.13986,0.22399,0.001873,0,0.013727,0.005854,0,0.027571,0.001715,0,0.013295,0.001945,0,0.014507,0.803362,0.756555,0.851023,0.002259,0,0.013734,0.000337,0,0.003308,0.00024,0,0.003187,0.000859,0,0.011002,0.000793,0,0.008358,0.000436,0,0.006407,0.003223,0,0.024871,0.000575,0,0.003171,0.000217,0,0.002577,0.000633,0,0.007194,0.000273,0,0.002724,0.000363,0,0.003788,0.000223,0,0.001902,0.001319,0,0.018774,0.000409,0,0.00519,0.000168,0,0.001693,0.363157,0.273223,0.44476,0.000276,0,0.003266,0.001111,0,0.014509,0.000453,0,0.005012,0.000878,0,0.0099,0.620074,0.534768,0.71025,0.000182,0,0.0023,0.000636,0,0.008576,0.000971,0,0.013802,0.000598,0,0.008418,0.000362,0,0.003876,0.000701,0,0.010409,0.000534,0,0.007187
"PH_TB_3.sorted.bam","3","TB",0.229752,0.182868,0.27537,0.003819,0,0.02243,0.01494,0,0.044605,0.006153,0,0.033801,0.042041,0.01463,0.075132,0.693976,0.633038,0.749977,0.009318,0,0.039774,0.000354,0,0.004146,0.000552,0,0.006322,0.000631,0,0.008394,0.001786,0,0.022459,0.00129,0,0.019389,0.000882,0,0.012052,0.001679,0,0.022027,0.000423,0,0.004826,0.003805,0,0.046298,0.000637,0,0.009023,0.000876,0,0.012118,0.001318,0,0.017674,0.014465,0,0.080732,0.001391,0,0.015679,0.030409,0,0.071599,0.453442,0.342529,0.547495,0.000381,0,0.004568,0.003978,0,0.051651,0.000745,0,0.008983,0.003488,0,0.048128,0.462074,0.367033,0.560226,0.000463,0,0.005616,0.002414,0,0.030344,0.002792,0,0.0319,0.00299,0,0.03649,0.001728,0,0.024361,0.00177,0,0.025976,0.00324,0,0.03244
"PH_TB_4.sorted.bam","4","TB",0.081312,0.042777,0.12258,0.158142,0.115058,0.201539,0.091275,0.061976,0.126568,0.162858,0.110517,0.21494,0.091149,0.064262,0.12334,0.404836,0.369097,0.436011,0.010428,0,0.039735,6.3e-05,0,0.00066,0.00027,0,0.002914,7.6e-05,0,0.000714,0.000533,0,0.004718,0.001694,0,0.024597,5.9e-05,0,0.000634,0.000463,0,0.005256,0.000253,0,0.001831,0.06425,0,0.243578,0.00016,0,0.001982,0.000163,0,0.001789,0.001163,0,0.013788,0.112983,0,0.213625,0.000912,0,0.01018,5.7e-05,0,0.000514,0.160467,0.084745,0.244159,0.31247,0.222663,0.400544,0.001315,0,0.016371,0.258992,8.1e-05,0.418192,0.062618,0,0.236199,0.000251,0,0.002748,0.000602,0,0.007709,0.000282,0,0.003471,0.001657,0,0.02126,0.000527,0,0.006877,0.004344,0,0.054863,0.013308,0,0.075451,6.8e-05,0,0.000595
"PH_TB_6.sorted.bam","6","TB",0.207899,0.163446,0.253069,0.006309,0,0.033303,0.003517,0,0.021158,0.012714,0,0.04518,0.020729,0,0.051698,0.747638,0.685691,0.801875,0.001193,0,0.010791,0.000226,0,0.00256,0.000562,0,0.007287,0.00069,0,0.010522,0.000806,0,0.010246,0.000342,0,0.004073,0.001899,0,0.018951,0.001306,0,0.017214,0.00059,0,0.007806,0.000671,0,0.008542,0.000794,0,0.012088,0.004551,0,0.064513,0.008609,0,0.063545,0.000749,0,0.010966,0.019299,0,0.082129,0.001949,0,0.026918,0.407721,0.305096,0.501646,0.000742,0,0.010522,0.000367,0,0.004997,0.001741,0,0.025692,0.004049,0,0.058886,0.540207,0.446783,0.633591,4e-04,0,0.004346,0.000392,0,0.003978,3e-04,0,0.003136,0.000234,0,0.001899,0.000304,0,0.003288,0.000243,0,0.002974,0.000256,0,0.002383
"PH_TB_7.sorted.bam","7","TB",0.166033,0.111067,0.216175,0.161639,0.121297,0.203582,0.002096,0,0.016428,0.002173,0,0.017467,0.04419,0,0.092462,0.62283,0.560759,0.691387,0.001038,0,0.009093,0.00013,0,0.001712,0.000558,0,0.003062,0.000351,0,0.004436,0.000658,0,0.008134,0.000397,0,0.005562,0.000388,0,0.00471,0.000342,0,0.003122,0.000548,0,0.006502,0.000347,0,0.004387,0.000594,0,0.007875,0.016978,0,0.126456,0.000831,0,0.011125,0.001526,0,0.023762,0.000284,0,0.003304,0.001558,0,0.022485,0.313106,0.159514,0.429159,0.320075,0.236528,0.404359,0.00031,0,0.004298,0.001463,0,0.020205,0.065036,0,0.181504,0.272573,0.130987,0.419423,0.000166,0,0.001872,0.000165,0,0.001656,0.000178,0,0.001721,0.000175,0,0.001686,0.00061,0,0.007687,0.000523,0,0.006961,0.00013,0,0.001289
"PH_TB_8.sorted.bam","8","TB",0.212495,0.167134,0.262268,0.008357,0,0.033055,0.005531,0,0.027977,0.014089,0,0.058189,0.009471,0,0.040092,0.748516,0.687803,0.803138,0.00154,0,0.012846,0.001276,0,0.01863,0.000839,0,0.010819,0.004356,0,0.029844,0.003394,0,0.040465,0.002044,0,0.025994,0.000568,0,0.006233,0.004057,0,0.052519,0.001511,0,0.019286,0.001335,0,0.021054,0.003322,0,0.041287,0.001139,0,0.014441,0.002586,0,0.035225,0.001731,0,0.025532,0.005703,0,0.061156,0.003016,0,0.030238,0.412779,0.303217,0.517784,0.000678,0,0.008165,0.001063,0,0.017002,0.007883,0,0.081072,0.001417,0,0.018681,0.536481,0.43419,0.631886,0.000232,0,0.00229,0.000344,0,0.003876,0.000358,0,0.004841,0.001045,0,0.013599,0.000332,0,0.002647,0.000249,0,0.0019,0.00026,0,0.002829
"PH_TB_9.sorted.bam","9","TB",0.157842,0.11369,0.199613,0.177096,0.12874,0.220655,0.062498,0.035796,0.09178,0.075017,0.027113,0.130907,0.036096,0.001114,0.068363,0.244848,0.190949,0.296715,0.246604,0.199381,0.290135,8.5e-05,0,0.000769,0.002108,0,0.02683,0.000143,0,0.001938,0.001609,0,0.017182,0.119568,0.053865,0.182386,6.7e-05,0,0.000746,0.139454,0,0.259221,0.000858,0,0.011111,0.001739,0,0.027138,0.000268,0,0.002764,0.000337,0,0.004153,0.034897,0,0.125872,0.000333,0,0.003077,0.005865,0,0.081708,5.9e-05,0,0.000642,0.001775,0,0.021749,0.195943,0,0.316224,0.000426,0,0.005177,0.000724,0,0.010395,0.000502,0,0.006209,9.1e-05,0,0.001162,0.170231,0,0.305423,0.000529,0,0.006829,0.001187,0,0.017362,0.000856,0,0.011715,0.030139,0,0.116598,0.290141,0.159652,0.432723,6.2e-05,0,0.000626
"PH_WC_10.sorted.bam","10","WC",0.190624,0.139211,0.245226,0.05093,1.1e-05,0.108113,0.008895,0,0.038472,0.682079,0.614098,0.750951,0.006072,0,0.03483,0.020441,0,0.067656,0.040959,0.006261,0.080695,0.000139,0,0.001398,0.003188,0,0.051358,0.000979,0,0.011586,0.000858,0,0.009323,0.010291,0,0.07418,1e-04,0,0.001045,0.363585,0.208484,0.481553,0.068947,0,0.206624,0.002404,0,0.03007,0.438817,0.296047,0.573878,0.000283,0,0.003309,0.004488,0,0.054818,0.000764,0,0.010763,0.002373,0,0.034891,0.000111,0,0.001319,0.003978,0,0.052645,0.005346,0,0.092429,0.001336,0,0.018134,0.009468,0,0.097758,0.000286,0,0.003562,0.000592,0,0.00672,0.009079,0,0.10447,0.007642,0,0.090272,0.001937,0,0.028284,0.039748,0,0.146474,0.003728,0,0.04989,0.019282,0,0.107069,0.000251,0,0.001859
